2010173,74695675,ept,2,2,1,jcq,
2010174,28993618,oxc,2,2,1,cbt,
2010175,89883358,ose,2,4,1,nhd,
2010176,93436735,sef,2,3,1,hrx,
2010177,73299885,tif,1,1,1,wuk,
2010178,17489513,duh,1,1,1,dcu,
2010179,82356784,itn,2,1,1,png,
2010180,58615848,ldj,2,3,1,upf,
2010181,22578699,ivm,2,2,1,bcu,
2010182,20269277,exl,2,1,1,bqr,
2010183,19572117,xft,2,3,1,cyb,
2010184,33384532,ven,1,2,1,biq,
2010185,91800535,nch,2,1,1,hla,
2010186,95494648,mdf,1,2,1,bck,
2010187,35067995,nxt,2,1,1,cem,
2010188,69905672,knm,1,2,1,fcw,
2010189,33998411,nvu,1,4,1,fpp,
2010190,39237020,ymw,2,3,1,vbm,
2010191,39971696,kvb,1,3,1,gpa,
2010192,71433423,rbl,2,1,1,lbn,
2010193,10902407,dfn,1,3,1,eon,
2010194,15990456,oyi,2,4,1,vex,
2010195,17416621,xsg,2,2,1,spb,
2010196,13306762,xcp,1,2,1,mis,
2010197,15923338,ihc,2,4,1,sir,
2010198,68761263,sxr,1,4,1,mbm,
2010199,29844511,huf,1,4,1,flx,
2010200,94072117,yjr,1,1,1,ppn,
2010201,90950924,uwk,1,2,1,utu,
2010202,93767416,vrw,2,4,1,qgn,
2010203,57968381,bur,1,2,1,xpq,
2010204,72007646,csv,1,1,1,vlw,
2010205,46020692,kts,1,2,1,hub,
2010206,60650225,eje,2,1,1,lqa,
2010207,79244364,adu,2,4,1,oxj,
2010208,60222026,rbj,2,4,1,oog,
2010209,38257377,etv,1,3,1,xrq,
2010210,21532304,vqm,2,3,1,mtq,
2010211,61835416,pcm,1,3,1,fxy,
2010212,52963591,hmw,2,4,1,ryy,
2010213,87918649,frf,2,2,1,qco,
2010214,61249998,vqh,2,1,1,owl,
2010215,47247141,hfv,1,4,1,chl,
2010216,76800992,okt,2,3,1,iot,
2010217,94841455,rco,1,1,1,ggt,
2010218,86645139,ede,1,1,1,cau,
2010219,61075744,qcm,1,4,1,wme,
2010220,92924479,hsa,2,3,1,erg,
2010221,18134267,xtp,2,1,1,dch,
2010222,34920073,mgn,2,1,1,wrh,
2010223,26630340,uki,1,4,1,jaw,
2010224,50967276,bip,2,2,1,umw,
2010225,65562136,yrm,2,4,1,tro,
2010226,89741534,wcn,1,2,1,iko,
2010227,80576712,fnf,2,4,1,ldf,
2010228,50459392,xcr,2,2,1,jqn,
2010229,36737360,sqi,1,3,1,xif,
2010230,79023191,pwp,1,4,1,tab,
2010231,83196767,ugs,1,1,1,rdu,
2010232,23301679,anc,1,2,1,fih,
2010233,55957146,qgc,2,4,1,pjg,
2010234,90123191,acv,1,4,1,plj,
2010235,68367776,sip,1,4,1,kgn,
2010236,49485709,jpp,1,2,1,lvi,
2010237,26320662,vfi,1,4,1,ciu,
2010238,36562242,jae,1,3,1,iei,
2010239,89937730,kds,2,4,1,mbs,
2010240,58685584,fet,1,4,1,kpb,
2010241,56611373,qqs,1,3,1,uix,
2010242,15299441,wrq,2,1,1,ylc,
2010243,91807908,yqe,1,3,1,mds,
2010244,72310543,nbp,1,2,1,ynd,
2010245,46346568,xad,2,1,1,mgb,
2010246,55097100,wru,2,3,1,abh,
2010247,48731001,ioi,2,3,1,urs,
2010248,34132727,vri,2,4,1,hbe,
2010249,32374527,mue,2,1,1,cvm,
2010250,54562574,kfs,2,1,1,ggx,
2010251,33592954,dvc,1,1,1,xqr,
2010252,32692303,fde,1,2,1,ipg,
2010253,32440768,xqu,2,1,1,yuj,
2010254,63074160,yvm,1,1,1,ucp,
2010255,54768882,cug,2,2,1,amj,
2010256,45332517,tru,2,2,1,edo,
2010257,37248341,tdj,1,3,1,ddv,
2010258,88979794,agf,1,4,1,ttp,
2010259,24028247,bul,2,4,1,rcc,
2010260,71930225,iue,1,2,1,snq,
2010261,32703120,tht,1,4,1,qej,
2010262,27201433,gwm,1,2,1,rwc,
2010263,71411700,dex,1,4,1,hcm,
2010264,16162718,ttt,1,3,1,mbp,
2010265,78263652,aue,1,4,1,yra,
2010266,32684627,xyf,2,1,1,kaa,
2010267,78511796,twd,1,3,1,qlf,
2010268,33489664,iij,1,1,1,mbp,
2010269,85605999,suy,2,3,1,jsm,
2010270,87001948,hgi,1,1,1,iqw,
2010271,65662021,eru,2,1,1,qjj,
2010272,87929305,wvf,2,2,1,aqq,
2010273,14167659,mij,2,1,1,yab,
2010274,12850559,jeu,1,4,1,bjo,
2010275,41673361,rth,2,4,1,omj,
2010276,64170964,ucw,2,3,1,brk,
2010277,36550549,fdv,1,4,1,gpa,
2010278,45178351,pwo,2,4,1,ouj,
2010279,86954903,fdv,2,3,1,olg,
2010280,57591310,rre,1,3,1,rcc,
2010281,67241674,amn,1,1,1,ssw,
2010282,58229762,qeg,2,2,1,blm,
2010283,62114710,adx,1,4,1,jkw,
2010284,82329717,xpp,2,2,1,gvf,
2010285,62651007,jum,2,1,1,qwv,
2010286,54921444,rce,1,4,1,kfd,
2010287,74459501,exm,2,1,1,wwp,
2010288,26728446,fga,1,2,1,rdo,
2010289,29069676,buu,1,2,1,oxa,
2010290,68639677,sjn,2,1,1,ivt,
2010291,44196402,jxf,2,2,1,djo,
2010292,16156238,ics,1,3,1,pkn,
2010293,87817569,qum,1,3,1,nmf,
2010294,47795514,ssb,2,1,1,ksp,
2010295,10587344,dpj,1,4,1,klc,
2010296,35509371,foe,2,4,1,oxf,
2010297,33577988,nmj,1,2,1,lrt,
2010298,50280290,gto,2,3,1,ytt,
2010299,55816383,ief,2,3,1,lis,
2010300,37522035,bwl,1,2,1,ycc,
2010301,72707960,gmy,1,3,1,xdd,
2010302,58333275,xud,2,1,1,hss,
2010303,70902575,anq,2,3,1,nmd,
2010304,78418344,dce,1,4,1,xjq,
2010305,33166382,nhw,1,3,1,rhe,
2010306,84264915,wba,2,1,1,weq,
2010307,93625708,hmn,2,1,1,tij,
2010308,39401136,ggw,1,2,1,yeo,
2010309,36618143,fln,2,1,1,yuq,
2010310,23973188,cta,2,3,1,gft,
2010311,83129509,vdv,2,3,1,vad,
2010312,30998149,grd,2,1,1,kej,
2010313,86250927,irh,2,4,1,jxs,
2010314,58247289,vum,1,2,1,vgm,
2010315,59626737,rlq,2,3,1,ppj,
2010316,57374032,ihp,1,3,1,rwi,
2010317,40882390,cdy,2,4,1,bdp,
2010318,91472018,lga,2,4,1,hqn,
2010319,60452758,wcq,2,2,1,dky,
2010320,29367033,cvn,1,1,1,bds,
2010321,77038895,hkc,2,1,1,qoj,
2010322,23527783,fde,2,3,1,xds,
2010323,15599049,llb,1,4,1,xuk,
2010324,28222093,lia,2,4,1,liu,
2010325,25853094,fqj,2,2,1,mrc,
2010326,53425424,xkn,2,3,1,paa,
2010327,86805290,voh,2,4,1,qlw,
2010328,66767527,dyd,2,2,1,ctd,
2010329,30856033,ior,1,2,1,lfj,
2010330,82521559,aib,1,3,1,rdt,
2010331,84298465,lap,1,2,1,ydh,
2010332,91120237,jus,1,2,1,pxy,
2010333,46030590,xfx,1,1,1,ytx,
2010334,71029384,tsq,2,3,1,iyr,
2010335,14339725,xxu,1,2,1,vqd,
2010336,23904941,poc,1,4,1,agm,
2010337,50846509,grl,1,1,1,cve,
2010338,83971484,hdt,1,3,1,svu,
2010339,18874429,hnt,2,1,1,gwg,
2010340,49435684,emj,2,4,1,rqy,
2010341,30413307,eoh,1,2,1,fal,
2010342,91715294,tvi,1,1,1,nyp,
2010343,85778148,oxt,1,3,1,mwo,
2010344,22333325,fqn,1,2,1,hky,
2010345,94365872,dxf,2,1,1,biw,
2010346,55788601,xgt,1,1,1,wio,
2010347,14451101,xoy,2,1,1,tlp,
2010348,53640602,qxp,1,3,1,oks,
2010349,17638587,ytw,1,2,1,bwf,
2010350,72791506,clp,2,3,1,fvu,
2010351,16835798,qgh,1,4,1,gvl,
2010352,22646745,fbf,1,2,1,ord,
2010353,99887292,cyi,1,4,1,air,
2010354,77902969,qrb,1,1,1,iri,
2010355,38317448,ivs,2,2,1,ypi,
2010356,88346465,bfe,1,3,1,cuh,
2010357,37984460,rui,2,4,1,lio,
2010358,84724189,qdn,1,4,1,kli,
2010359,36413896,awk,1,1,1,gar,
2010360,41733663,lsk,1,3,1,yks,
2010361,97741440,mbp,2,4,1,ghq,
2010362,30007706,dio,2,1,1,ppb,
2010363,17671670,ndw,1,3,1,hgo,
2010364,98967903,qul,2,3,1,vbn,
2010365,96802676,fpc,2,2,1,fxk,
2010366,20190251,lyv,2,1,1,uxd,
2010367,24756980,vqc,2,2,1,xvw,
2010368,45852250,lmm,1,1,1,kcb,
2010369,50510276,hov,2,4,1,eyf,
2010370,31579021,wpw,1,3,1,pgw,
2010371,96365239,bjh,2,1,1,ake,
2010372,96023907,thd,1,1,1,rip,
2010373,16453353,hkg,2,2,1,ttd,
2010374,97535183,wua,2,3,1,ohv,
2010375,22270003,skm,1,3,1,gub,
2010376,38784412,paw,1,1,1,mkn,
2010377,91395101,qsy,1,4,1,vpy,
2010378,74055067,plh,1,4,1,wai,
2010379,14591908,hvn,2,3,1,aqs,
2010380,47584169,qkk,1,4,1,nvh,
2010381,86311500,bkj,2,2,1,sig,
2010382,39768626,rbe,1,3,1,pef,
2010383,94190555,yql,2,3,1,uxv,
2010384,76826379,eqi,2,3,1,sst,
2010385,51379162,jrb,1,4,1,jbj,
2010386,67556415,wax,2,4,1,mtg,
2010387,17966957,sex,2,3,1,snn,
2010388,22868363,qtc,2,3,1,scb,
2010389,72915766,tfe,1,2,1,uyk,
2010390,52730454,rvq,2,2,1,akw,
2010391,78811483,qvp,2,3,1,pri,
2010392,54873665,taq,1,3,1,olt,
2010393,68505106,xjd,2,3,1,nvi,
2010394,17030973,wxw,1,1,1,bwh,
2010395,54942020,jaw,2,1,1,amk,
2010396,82506209,gvb,1,3,1,bcu,
2010397,14829713,rlf,2,2,1,eyi,
2010398,88560227,dut,2,3,1,eqd,
2010399,39449251,cyn,1,3,1,pkt,
2010400,30358173,ylx,2,2,1,jqw,
2010401,45087641,hmn,2,3,1,xnh,
2010402,65206147,xmw,2,4,1,nvn,
2010403,74000814,dsi,2,4,1,psc,
2010404,63466110,rde,2,1,1,awe,
2010405,39285909,art,2,4,1,ehl,
2010406,23102775,qgq,1,1,1,wtm,
2010407,12853331,gka,1,3,1,emm,
2010408,74295311,ppg,2,2,1,ddh,
2010409,61181670,dqp,2,3,1,rlt,
2010410,72231066,aty,2,3,1,qsr,
2010411,24581023,vsf,1,4,1,iuu,
2010412,59160178,wtf,2,3,1,odg,
2010413,60183195,tsi,2,3,1,atj,
2010414,68382765,xmd,1,4,1,bvt,
2010415,99251959,hin,2,3,1,qcq,
2010416,11198894,rdh,2,1,1,nau,
2010417,95126239,pus,1,3,1,quu,
2010418,44391705,cjv,1,2,1,hsl,
2010419,78167727,ial,1,2,1,yxa,
2010420,77733463,obe,2,4,1,bgb,
2010421,59507403,sxf,2,2,1,nxn,
2010422,43781058,nby,2,4,1,xeh,
2010423,71729538,ath,1,2,1,kvx,
2010424,62121651,coq,2,1,1,ify,
2010425,34484609,wgb,1,4,1,wpw,
2010426,46781652,fuo,2,2,1,acv,
2010427,78503636,qyk,2,3,1,kis,
2010428,84045208,kfw,2,2,1,dkv,
2010429,56745838,fcx,1,1,1,asj,
2010430,22045639,vhk,1,2,1,vhj,
2010431,45131034,kmy,2,3,1,dva,
2010432,97579174,irp,2,1,1,igp,
2010433,83200742,kuu,1,4,1,riy,
2010434,57311427,nbd,2,3,1,bkj,
2010435,42361468,kej,1,3,1,nxr,
2010436,33349928,ars,1,3,1,iyu,
2010437,63365862,chm,2,4,1,qlk,
2010438,28769972,man,2,3,1,mlb,
2010439,77188654,qbc,2,2,1,ats,
2010440,89615078,vwk,2,3,1,ehm,
2010441,73292548,lbi,1,3,1,jau,
2010442,61939075,iic,1,3,1,ebt,
2010443,44823750,xab,2,2,1,oig,
2010444,67186118,sis,1,3,1,fkv,
2010445,71927873,jau,1,2,1,orm,
2010446,96471573,qdx,1,2,1,ssu,
2010447,17066133,rel,2,4,1,nfy,
2010448,54765227,ail,1,4,1,gwv,
2010449,81902175,uwo,2,1,1,itc,
2010450,83504902,lre,2,1,1,tlk,
2010451,95515418,ehq,2,1,1,xuo,
2010452,74480439,rkt,1,1,1,qth,
2010453,61902998,iqd,2,2,1,cdv,
2010454,16903612,rox,1,1,1,utk,
2010455,39015923,vjn,1,3,1,ofq,
2010456,52178817,hgo,1,3,1,xwg,
2010457,97023675,stm,2,3,1,bpt,
2010458,39053159,obm,1,2,1,mpu,
2010459,94734442,qvx,2,3,1,dts,
2010460,93375154,ydn,1,4,1,jde,
2010461,26765796,bna,2,4,1,poh,
2010462,47732345,hjg,2,4,1,nxu,
2010463,71344629,ics,2,1,1,the,
2010464,13654125,usk,2,3,1,lqo,
2010465,97728348,cib,2,1,1,tab,
2010466,63023447,uby,1,4,1,nnu,
2010467,70925873,eoq,2,2,1,qvy,
2010468,81786650,lxs,2,2,1,syf,
2010469,49432321,hys,2,3,1,hit,
2010470,72213238,cmj,1,3,1,tmx,
2010471,43381970,lkg,1,2,1,pxq,
2010472,14846746,ooh,2,1,1,ocq,
2010473,47208077,cwj,1,4,1,loe,
2010474,66194719,qdb,1,1,1,ict,
2010475,23444560,wqy,1,1,1,dxj,
2010476,37202841,qlq,2,3,1,aqv,
2010477,25613816,ols,2,1,1,fag,
2010478,42998528,ygb,1,3,1,owp,
2010479,15648595,jwd,2,2,1,rcl,
2010480,89408132,bjh,1,4,1,poy,
2010481,39456969,bje,2,2,1,bmh,
2010482,22764635,ada,1,1,1,rdu,
2010483,67051895,koj,2,1,1,jrk,
2010484,28727287,nfp,1,4,1,uav,
2010485,97156376,snj,1,4,1,kif,
2010486,63709079,sud,1,3,1,ipl,
2010487,90918067,rsj,2,3,1,ght,
2010488,60312247,iob,1,4,1,dyq,
2010489,52911621,rnk,1,1,1,sye,
2010490,70447114,kgf,2,2,1,adr,
2010491,67091870,rmp,2,1,1,mgk,
2010492,86877831,sdx,1,2,1,fid,
2010493,89936893,cng,1,1,1,enc,
2010494,14403335,rem,1,2,1,lkf,
2010495,26368332,ace,1,4,1,mkl,
2010496,65128117,hey,2,1,1,jve,
2010497,46870308,sma,2,1,1,uup,
2010498,70970894,nry,2,4,1,vrd,
2010499,46791759,pfv,1,4,1,plu,
2010500,99147557,pro,2,1,1,rnm,
2010501,53385565,rkm,2,1,1,pyq,
2010502,89576182,xjb,2,3,1,kuf,
2010503,19517951,yox,2,2,1,ryk,
2010504,44496155,won,2,1,1,cxv,
2010505,79011413,thg,2,3,1,eow,
2010506,10861884,kgx,2,2,1,ejx,
2010507,60632769,pqh,2,1,1,jiq,
2010508,61835889,kms,1,4,1,fkx,
2010509,61205333,kmn,2,1,1,cgo,
2010510,39820513,jwy,2,3,1,aig,
2010511,23142471,rym,1,2,1,rpk,
2010512,85566004,bqr,2,1,1,fvh,
2010513,54831430,htf,2,4,1,cbx,
2010514,34892165,yeg,1,3,1,uaq,
2010515,50235929,unl,1,4,1,vxb,
2010516,71157648,wwi,1,4,1,his,
2010517,65358510,uxe,1,3,1,qfn,
2010518,60784350,vgs,1,3,1,hgm,
2010519,96866188,wou,2,4,1,mpn,
2010520,24653747,aym,1,3,1,vei,
2010521,92322811,mwm,1,1,1,roq,
2010522,97078425,lck,1,4,1,yps,
2010523,41708555,paj,1,2,1,wtd,
2010524,89137877,onu,2,2,1,ygq,
2010525,77890940,ejb,2,2,1,qxh,
2010526,85556290,eit,2,3,1,eog,
2010527,95624640,bur,1,1,1,cul,
2010528,65876303,dhr,1,2,1,cki,
2010529,77712004,pcm,1,2,1,gxr,
2010530,46612627,pic,1,4,1,osf,
2010531,75896616,por,1,1,1,lki,
2010532,82300244,ivv,1,2,1,xob,
2010533,77663998,rcv,2,1,1,ayr,
2010534,19112124,sry,1,4,1,jql,
2010535,77693145,aqu,1,2,1,unw,
2010536,55020792,vep,2,4,1,ijw,
2010537,70577995,usb,2,4,1,iso,
2010538,88607763,mfi,1,2,1,mhk,
2010539,95488260,gen,1,2,1,aci,
2010540,73656835,jvr,2,2,1,qqy,
2010541,51564731,unx,2,3,1,msx,
2010542,55955404,awp,2,3,1,qro,
2010543,47476688,kkn,1,3,1,psk,
2010544,20406705,rwl,2,1,1,ckk,
2010545,89171638,xke,2,2,1,tlg,
2010546,52041475,xvs,1,2,1,oaf,
2010547,35413899,yll,1,3,1,smu,
2010548,31007151,ysk,2,3,1,ogl,
2010549,62264471,erw,2,2,1,ntn,
2010550,64584827,mtf,1,3,1,jux,
2010551,10756474,vdb,2,2,1,osd,
2010552,24998681,xlg,1,3,1,vpd,
2010553,79256114,tvo,2,1,1,eqs,
2010554,59780355,evd,2,4,1,mrh,
2010555,25488052,eed,2,1,1,lhs,
2010556,77054120,vpn,1,1,1,oni,
2010557,77096217,xxi,2,3,1,bqm,
2010558,14921174,mky,2,4,1,sih,
2010559,82588464,wsf,1,4,1,rdk,
2010560,96527717,ngr,1,4,1,ygp,
2010561,82288816,vgm,2,3,1,wmv,
2010562,88067766,vuu,1,1,1,tgw,
2010563,96738393,env,1,1,1,pbc,
2010564,89344949,hec,1,4,1,sts,
2010565,35121098,tea,1,2,1,dhq,
2010566,27326684,qpn,1,4,1,rqx,
2010567,50549189,qju,1,2,1,aga,
2010568,34878600,xrx,1,1,1,ihq,
2010569,11264984,ehi,2,3,1,ndj,
2010570,65357963,jmx,2,3,1,ffi,
2010571,65367184,fie,2,4,1,ldr,
2010572,30544598,ity,1,3,1,bcx,
2010573,21954249,fco,2,1,1,asx,
2010574,84349642,bah,2,1,1,tuj,
2010575,68524181,ycu,1,1,1,xxj,
2010576,88501395,jwv,1,4,1,csw,
2010577,85043379,rny,2,2,1,rjd,
2010578,22879338,dbn,2,4,1,blr,
2010579,20790503,kkg,2,2,1,etc,
2010580,32049727,oau,2,4,1,moq,
2010581,84420386,prc,1,2,1,shu,
2010582,98826993,eok,1,4,1,fib,
2010583,38734300,isw,2,4,1,nko,
2010584,94104785,uvr,2,3,1,aky,
2010585,24474351,lco,2,2,1,uoj,
2010586,11809608,enu,2,4,1,buj,
2010587,66700528,ccb,2,3,1,ctf,
2010588,86450901,fol,2,1,1,mgc,
2010589,49609417,hjv,1,3,1,dpy,
2010590,64477795,dmv,1,4,1,fir,
2010591,32195315,pnt,2,4,1,jep,
2010592,96389102,qfx,2,1,1,rrm,
2010593,86150560,hnf,1,1,1,ufd,
2010594,64445761,yyn,1,3,1,wyi,
2010595,56596212,qcj,2,3,1,ywd,
2010596,36850876,ald,2,4,1,idh,
2010597,95402377,rpl,2,1,1,fyv,
2010598,37620359,kos,2,2,1,nsi,
2010599,70306002,mqm,2,3,1,jym,
2010600,87076820,qqb,2,1,1,eaq,
2010601,12100721,bvt,1,2,1,twy,
2010602,49251559,gge,1,2,1,oor,
2010603,87727648,gcf,2,3,1,lou,
2010604,33546769,fmf,2,3,1,oco,
2010605,52038023,ljx,2,2,1,atu,
2010606,81145813,jge,2,4,1,ypb,
2010607,42760095,oah,1,4,1,gfv,
2010608,34998362,blc,2,1,1,dsj,
2010609,96246610,wgx,2,2,1,jws,
2010610,12165400,gax,1,1,1,etq,
2010611,19899456,ncd,1,3,1,kht,
2010612,31083942,evn,1,2,1,kvm,
2010613,26790389,aar,2,3,1,jyo,
2010614,54380997,asn,2,2,1,eld,
2010615,19477429,jds,1,1,1,ljs,
2010616,51491011,lgh,2,3,1,rgj,
2010617,40943747,tll,2,2,1,jma,
2010618,89051406,gul,2,3,1,snc,
2010619,88078465,ult,2,2,1,igg,
2010620,71189405,enf,1,2,1,gjl,
2010621,16327605,umh,2,1,1,rma,
2010622,54973411,ikq,1,2,1,aie,
2010623,66749525,yyl,2,2,1,gkv,
2010624,17868745,qvh,1,3,1,app,
2010625,29425951,usn,1,2,1,nyb,
2010626,86676479,sqp,2,3,1,qoh,
2010627,20251055,ujs,1,1,1,scl,
2010628,59592539,hbd,1,1,1,ctb,
2010629,63822328,awf,1,2,1,xnm,
2010630,91431093,new,1,4,1,kdq,
2010631,50294986,ete,2,2,1,gbq,
2010632,94220812,kpc,2,1,1,hul,
